name,email,phone,address,experience_years,rating,popularity,accessibility,reliability,legal_issues
Mishra-Mutti Foundation,narayancharvi@sood.biz,07672069431,"41, Chand Street, Mango 809953",50,3.57,low,difficult,high,bribery_corruption|domestic_violence
Issac-Lalla Foundation,hritikbahri@sridhar-mukhopadhyay.com,+912580507668,"03/834, Kota Path, Satna-036091",30,3.65,high,difficult,high,consumer_rights|cyber_crime|labor_rights_violation
"Korpal, Gandhi and Thaker Foundation",saanvigola@garg.org,5965328204,"53, Banik Nagar, Kalyan-Dombivli 704134",39,3.43,low,easy,medium,consumer_rights|labor_rights_violation|FIR_denial|cyber_crime
Sankaran LLC Foundation,rmammen@ramanathan-virk.com,+911855746434,"08/242, Kaur Marg, Moradabad 991176",38,4.17,medium,easy,low,labor_rights_violation|property_dispute|workplace_discrimination
"Seshadri, Chhabra and Karpe Foundation",xbarad@goda.com,+917995881714,"336, Khare Ganj, Rourkela 224013",31,3.13,high,moderate,high,bribery_corruption|workplace_discrimination|rent_eviction
"Reddy, Barad and Jhaveri Foundation",dpal@lala.com,8695212735,"H.No. 372, Chaudry Nagar, Delhi-203531",19,4.76,high,difficult,high,rent_eviction|workplace_discrimination|labor_rights_violation|bribery_corruption
"Balasubramanian, Rao and Wali Foundation",falakkata@mohan-babu.com,+912605299895,"H.No. 987, Warrior Zila, Dhanbad 138759",47,3.12,high,moderate,low,domestic_violence|consumer_rights|child_custody
"Saran, Prasad and Baral Foundation",shauryaganesh@sehgal-ramakrishnan.com,7984649977,"62/31, Chaudhari Street, Katihar-304546",25,3.62,low,moderate,low,child_custody
"Hayer, Dhingra and Nagi Foundation",ojas34@brar-warrior.com,07262682273,"H.No. 63, Upadhyay Path, Morbi 956335",37,4.98,high,difficult,low,dowry|bribery_corruption
Ghosh-Savant Foundation,keeromaja@bath.biz,+918483681569,"70, Mitter Street, Meerut 972484",30,4.37,low,easy,medium,dowry|cyber_bullying|labor_rights_violation|domestic_violence
"Dhaliwal, Raval and Kale Foundation",nnigam@ganesan.com,08526234464,"12/022, Dugar, Hazaribagh 873644",45,4.09,low,difficult,medium,consumer_rights|bribery_corruption
Dora-Patla Foundation,ychander@raju-dalal.org,5711283417,"88/41, Pandya Street, Nangloi Jat 393061",32,3.13,low,easy,low,cyber_crime
Zachariah Group Foundation,ggill@srinivasan.com,3348327017,"H.No. 17, Tata Path, Kanpur-743707",10,3.03,low,easy,high,labor_rights_violation|dowry|harassment|rent_eviction
Mander and Sons Foundation,adutt@kumer.info,07354072887,"H.No. 25, Chana Chowk, Bhiwani 208364",18,3.75,medium,difficult,medium,FIR_denial|bribery_corruption
"Balan, Doshi and Patla Foundation",kumergeetika@sur-borah.com,04468140048,"34/76, Kari Road, Mehsana-529498",7,4.59,medium,difficult,medium,harassment|child_custody|labor_rights_violation|property_dispute
Kalla-Narain Foundation,taraazad@bala-bajaj.org,05082721511,"07/23, Bera, Mysore-434494",30,3.31,medium,easy,low,rent_eviction
"Goda, Taneja and Zachariah Foundation",rnayak@agarwal.biz,3573037417,"H.No. 599, Sridhar Marg, Sri Ganganagar-598793",17,4.56,low,easy,medium,child_custody|property_dispute|harassment|cyber_bullying
"Dayal, Dhar and Upadhyay Foundation",pandeymaya@kothari-wali.com,0577463639,"90/970, Golla Circle, Gandhidham-233003",45,4.14,low,easy,low,cyber_crime|domestic_violence|dowry
Chandran-Chawla Foundation,cbhandari@wali.com,+917249718201,"H.No. 26, Hora Circle, Raurkela Industrial Township-994945",27,4.46,medium,difficult,high,bribery_corruption
Sama-Dewan Foundation,nbora@singhal.com,00481078396,"82, Patla Circle, Saharanpur 302269",17,3.79,medium,difficult,low,domestic_violence|child_custody|FIR_denial
Chand-Kuruvilla Foundation,isaackhurana@jayaraman.com,+915035971677,"77, Agarwal Path, Bhind-643181",48,4.5,medium,difficult,medium,cyber_bullying|domestic_violence
Jaggi-Vaidya Foundation,vidhidey@kota.com,09201975994,"H.No. 11, Dhawan Ganj, Katihar 422645",10,4.03,medium,moderate,low,property_dispute
Solanki-Kota Foundation,fariq73@hayre.com,1942216301,"674, Kunda Street, Pallavaram 591625",50,4.53,low,easy,medium,labor_rights_violation
Borah-Prashad Foundation,caleb97@dalia.biz,1619010181,"H.No. 31, Sengupta Ganj, Bihar Sharif-349857",12,3.31,low,easy,medium,workplace_discrimination|FIR_denial|rent_eviction|consumer_rights
"Mander, Tara and More Foundation",finnsidhu@chaudhuri-gour.com,+914747388116,"455, Kota Chowk, Pune 885650",29,3.28,high,moderate,high,harassment
Padmanabhan PLC Foundation,samrayatan@ranganathan-mistry.com,05933988298,"859, Loyal Nagar, Naihati 394490",44,4.67,medium,moderate,high,workplace_discrimination|cyber_crime|child_custody
Vig Group Foundation,samramanthan@agate-shankar.info,+918545575801,"19/167, Shere Ganj, Darbhanga-377282",24,4.42,high,easy,medium,cyber_crime
Kala Group Foundation,akhatri@madan-bakshi.com,09671915260,"04/72, Cheema, Bhavnagar 397684",35,3.92,high,moderate,medium,rent_eviction
Kadakia-Mandal Foundation,bhandarihemal@gandhi-hora.net,08019485477,"54/05, Wagle, Bhiwandi-732480",17,4.43,medium,easy,medium,rent_eviction
"Sani, Manne and Sachdev Foundation",upadhriti89@ghose.net,00331430291,"H.No. 926, Ravel Road, Katihar 371616",18,3.45,high,moderate,high,FIR_denial|cyber_bullying|bribery_corruption
Jayaraman-Kala Foundation,psubramanian@menon-gulati.info,+914028657938,"H.No. 83, Jhaveri Circle, Anantapuram 655132",5,4.86,low,easy,high,domestic_violence
"Handa, Char and Halder Foundation",nitara34@mitter.com,5492565546,"76/130, Som Road, Solapur-335120",38,3.39,high,difficult,medium,cyber_bullying|consumer_rights|property_dispute|FIR_denial
"Reddy, Keer and Bhasin Foundation",thomas37@thaman.com,+910319685580,"H.No. 108, Bhattacharyya Road, Chittoor-546355",28,3.6,low,moderate,medium,child_custody|consumer_rights|cyber_crime|bribery_corruption
Agrawal-Vala Foundation,atidugal@gole-lad.com,+917037847202,"H.No. 677, Sathe Chowk, Guna 271334",29,4.49,high,easy,high,consumer_rights|cyber_bullying
Din and Sons Foundation,kondayauvani@menon.info,02529867461,"38/622, Bains Nagar, Ahmednagar 359144",46,4.2,medium,moderate,high,cyber_bullying|dowry|property_dispute
Mitter PLC Foundation,alka58@shanker.com,8220719373,"89/118, Tara, Morbi 353749",18,3.87,low,easy,high,rent_eviction|domestic_violence
"Chaudhary, Kala and Lanka Foundation",divanayush@padmanabhan.net,9353650332,"64, Kari Circle, Dindigul-963932",6,4.07,low,easy,medium,labor_rights_violation|cyber_crime|property_dispute
Nadig Inc Foundation,sarafvritti@halder.biz,00908077987,"39/844, Prashad Circle, Chapra 065952",27,3.19,low,easy,medium,rent_eviction
"Kuruvilla, Vyas and Kashyap Foundation",patrick80@ramaswamy.com,05616417513,"33, Bains Path, Hospet 880649",33,4.46,medium,difficult,low,consumer_rights|dowry|cyber_crime
Palla PLC Foundation,dhriti08@dewan-bahri.info,5762449522,"14/145, Gill Zila, Chittoor 457160",6,3.31,high,easy,medium,cyber_crime|child_custody|workplace_discrimination|consumer_rights
"Balasubramanian, Dhingra and Vora Foundation",tyogi@chana.biz,8668967443,"87/496, Gade Nagar, Sikar 046864",14,4.93,low,easy,high,child_custody|workplace_discrimination|consumer_rights
Chaudry-Edwin Foundation,isaiah77@raman.org,+910551717803,"38, Pillay Ganj, Aurangabad-485560",8,3.33,low,moderate,low,cyber_bullying|labor_rights_violation|bribery_corruption|consumer_rights
"Basu, Babu and Sur Foundation",sanyamukhopadhyay@hora.com,+911426185614,"H.No. 60, Dube Street, Yamunanagar 043418",9,4.07,medium,difficult,high,workplace_discrimination
Kade Ltd Foundation,gopalomaja@thaman.info,08533505856,"24, Talwar Nagar, Danapur 426962",23,4.07,high,difficult,high,dowry|labor_rights_violation
"Dugar, Ramaswamy and Trivedi Foundation",solankiubika@kohli-sami.com,08171218772,"H.No. 521, Anne Nagar, Kamarhati-329515",6,4.72,low,moderate,high,child_custody|FIR_denial|harassment|property_dispute
Minhas-Kari Foundation,zayan47@shankar.com,4917584739,"35/91, Goyal Street, Bhiwandi-521246",35,3.16,medium,difficult,high,bribery_corruption|property_dispute
Balasubramanian-Ganguly Foundation,trajagopalan@hegde.com,+912962672270,"88, Murthy Ganj, Bhusawal 174489",25,4.74,low,difficult,low,bribery_corruption|workplace_discrimination
Hora-Badami Foundation,janizashil@choudhary.com,08161999310,"046, Shan, Morena-077347",37,3.73,low,difficult,high,child_custody
Kara and Sons Foundation,lallpraneel@dubey-gandhi.com,06597776140,"H.No. 865, Shetty Chowk, Anantapur 639716",10,3.3,low,moderate,low,bribery_corruption
Barman PLC Foundation,amara18@de-swamy.com,6779786382,"28/87, Gade Street, Varanasi 871949",40,4.83,low,difficult,high,bribery_corruption|harassment|dowry|consumer_rights
Singh-Garg Foundation,hredhaan70@choudhury-mangat.com,+910685712730,"H.No. 69, Mane Chowk, Ambala-287825",11,4.73,high,moderate,low,child_custody
Sandhu Inc Foundation,rbala@mutti.com,9917649114,"81/281, Kari Marg, Rohtak 513796",40,3.95,medium,easy,high,workplace_discrimination|labor_rights_violation
Lad Ltd Foundation,eshanamitra@bava.net,09314166290,"55/119, Mane Marg, Adoni 262942",8,3.28,low,moderate,medium,rent_eviction
Master-Pillay Foundation,amol45@chandran-kalla.info,8764499608,"818, Mandal Path, Dhanbad-293086",13,4.0,low,easy,medium,labor_rights_violation|harassment|property_dispute
"Swaminathan, Nair and Bansal Foundation",hnanda@dyal-mander.org,01241136566,"H.No. 176, Bobal Marg, Bettiah-498497",38,3.89,medium,moderate,medium,dowry
Ravel PLC Foundation,esama@bahri.com,+913783515543,"39/907, Oak Street, Agra 104161",44,3.56,low,difficult,high,property_dispute|harassment
Randhawa PLC Foundation,krishna25@bora.com,4006406949,"H.No. 59, Vyas Path, Naihati-473134",21,4.5,medium,moderate,medium,labor_rights_violation|rent_eviction
"D’Alia, Chanda and Peri Foundation",taraluke@natarajan-bobal.com,4317182598,"054, Chatterjee Marg, Raichur 524117",3,4.55,low,moderate,medium,cyber_bullying|FIR_denial|dowry|workplace_discrimination
Ramaswamy and Sons Foundation,chandraniyengar@wadhwa-subramanian.org,6845912107,"53/30, Badal Road, Kurnool 646534",43,3.4,low,moderate,medium,property_dispute|labor_rights_violation|domestic_violence|FIR_denial
Pai-Kashyap Foundation,mkaur@butala-madan.com,0786766248,"H.No. 434, Gera Path, Srikakulam 207604",45,3.07,high,easy,high,harassment
"Tella, Kapoor and Naidu Foundation",apau@dhingra.biz,02815303396,"H.No. 794, Aurora Ganj, Sonipat 756456",49,4.46,medium,moderate,medium,child_custody|harassment|labor_rights_violation|workplace_discrimination
Dash-Gill Foundation,mallcharvi@dugar-vohra.com,06446413099,"551, Datta Street, Gandhinagar 898956",10,4.99,low,easy,medium,dowry|bribery_corruption|consumer_rights
De Ltd Foundation,balveersalvi@bedi-patil.com,7393144612,"67/49, Raja Nagar, Suryapet 910956",40,4.11,high,easy,low,bribery_corruption|cyber_crime|harassment
Baral PLC Foundation,qasimchoudhury@ravel.info,+917305388462,"71, Singhal Circle, Lucknow 966876",11,4.03,medium,difficult,high,dowry|cyber_bullying|harassment
"Panchal, Sheth and Sekhon Foundation",yug57@sachar.com,06393402713,"49/754, Ram Ganj, Anantapur 510453",7,4.09,medium,moderate,high,cyber_crime|domestic_violence
"Rama, Kar and Batra Foundation",mandnikita@chanda.com,09974198930,"H.No. 210, Raman Street, Hindupur 854644",1,4.75,medium,difficult,medium,harassment|child_custody
"Thakur, Tank and Tailor Foundation",onveersingh@mitter.net,06015552758,"75/953, Shenoy, Sultan Pur Majra 538129",32,3.01,medium,difficult,high,FIR_denial|rent_eviction|cyber_bullying
Talwar-Khatri Foundation,ramanathanishaan@kuruvilla-gill.biz,09049775687,"H.No. 504, Raju Path, Malegaon 650660",19,3.75,low,moderate,low,rent_eviction|FIR_denial
Raj and Sons Foundation,sarinnoah@bumb-pau.info,+914293038043,"484, Dada Nagar, Bhiwani 226783",20,4.3,medium,difficult,low,cyber_crime
Kothari-Johal Foundation,fsarkar@morar.com,+911745655784,"01, Bhatnagar Chowk, Lucknow-632366",42,3.23,medium,difficult,medium,cyber_crime|dowry|child_custody
Sawhney-Chadha Foundation,xavierhayre@virk.com,7031644823,"52, Manda Chowk, Ichalkaranji 097477",22,4.86,low,easy,high,rent_eviction|domestic_violence|child_custody|harassment
Bath Ltd Foundation,kapadiayatan@bhatt.com,+912966424721,"40, Chahal Chowk, Chandrapur-109266",50,4.13,low,difficult,medium,harassment
"Dara, Khare and Taneja Foundation",jlalla@kulkarni-nadkarni.info,08475889253,"351, Seshadri Ganj, Uluberia-964392",9,3.86,medium,moderate,high,cyber_crime|property_dispute|bribery_corruption
Pandit PLC Foundation,edhawan@kuruvilla.com,+918413169837,"H.No. 540, Pradhan Zila, Ujjain 886871",22,4.62,high,difficult,low,consumer_rights
Mital Ltd Foundation,fnarula@yohannan.org,3647511677,"H.No. 93, Kadakia Street, Jalgaon 708335",7,4.53,high,difficult,medium,rent_eviction|workplace_discrimination|property_dispute|consumer_rights
"Dara, Dora and Dasgupta Foundation",emodi@bahri.com,09782566693,"H.No. 66, Varughese Street, Udaipur 988842",27,4.19,medium,easy,high,domestic_violence
Dada Ltd Foundation,ployal@sani-badami.com,4568555928,"96/166, Sethi Ganj, Bhubaneswar 204558",39,4.51,high,easy,high,consumer_rights
Devan LLC Foundation,dhawanpahal@dutta-srinivasan.info,+916864966267,"458, Shankar Path, Coimbatore 268542",16,4.1,low,easy,low,consumer_rights|FIR_denial
"Chokshi, Muni and Sani Foundation",kadeliam@basak-ben.com,+915191569539,"23, Oommen, Kamarhati-644081",46,4.49,low,difficult,medium,workplace_discrimination
Kala-Gupta Foundation,kamalaloke@gour.com,04006035015,"H.No. 451, Rao Street, Bongaigaon 900073",43,3.27,high,moderate,medium,bribery_corruption|workplace_discrimination|cyber_crime
"Chaudhry, Wadhwa and Kibe Foundation",nakshnatarajan@bala.com,5658317838,"82/31, Dube, Malegaon-696552",23,4.47,high,difficult,medium,property_dispute|rent_eviction
Narayanan-Dyal Foundation,lajita78@chhabra.org,03256809749,"H.No. 958, Zachariah Street, North Dumdum 911149",21,4.06,medium,difficult,high,dowry|rent_eviction|child_custody|consumer_rights
Dutta Group Foundation,nairjeevika@dubey-pandey.com,04577180191,"59/319, Seth Circle, Bidar-777860",2,4.82,medium,moderate,low,FIR_denial|dowry|harassment|property_dispute
Dua-Bala Foundation,memonbalvan@sarna.com,02811156148,"95/12, Om Marg, Deoghar-042867",15,3.49,high,moderate,medium,bribery_corruption|labor_rights_violation|FIR_denial
"Khosla, Balan and Nagar Foundation",christopherpillai@chaudhry.com,4431471372,"656, Din Marg, Jalna-034357",43,4.42,high,easy,high,consumer_rights
"Tata, Nair and Iyengar Foundation",ubabu@gulati-iyer.com,+912738203641,"375, Lalla Ganj, North Dumdum-989868",42,4.99,medium,easy,medium,harassment|property_dispute|labor_rights_violation
Sundaram Inc Foundation,sonisamuel@shetty.info,+915559739933,"016, Varty, Farrukhabad-380734",50,3.23,low,difficult,low,labor_rights_violation|consumer_rights
Tandon and Sons Foundation,falan09@palla.com,08767055680,"43/70, Rastogi Marg, Gopalpur-416320",42,4.09,medium,easy,low,rent_eviction
Jani-Bhandari Foundation,atharvsahni@sule.com,6337587028,"06/93, Chander Path, Orai-181351",18,3.57,high,difficult,high,child_custody|harassment|labor_rights_violation
Ravi-Sheth Foundation,parmerutkarsh@kar-parsa.com,09263689900,"179, Edwin Path, Giridih 088614",15,3.58,medium,difficult,high,bribery_corruption|FIR_denial
Sama and Sons Foundation,vgala@sen.biz,+910845409423,"04/41, Maharaj Road, Jamalpur-319524",19,3.16,high,difficult,high,property_dispute|rent_eviction|labor_rights_violation
"Munshi, Sule and Om Foundation",edara@gole.com,1198588047,"91, Mitter Marg, Mahbubnagar 724090",14,4.67,high,moderate,low,child_custody
"Kala, Prabhakar and Roy Foundation",bajajpushti@goswami.com,08842337587,"52/624, Mander Zila, Bulandshahr-339711",50,3.62,low,easy,low,consumer_rights|FIR_denial|property_dispute
Ben-Bobal Foundation,baradsara@gulati.com,4130087722,"67/231, Mohan Marg, Ranchi-223041",41,3.04,medium,moderate,low,harassment
Nadkarni-Chanda Foundation,wchand@nair-sodhi.com,+913227208050,"H.No. 225, Sama Chowk, Karnal-926430",6,4.86,high,easy,high,property_dispute|domestic_violence|labor_rights_violation|harassment
D’Alia-Sachar Foundation,kalpit82@keer-batra.com,7405109329,"55/937, Gaba Nagar, Amroha-387025",22,4.6,medium,easy,low,workplace_discrimination
Sibal-Sant Foundation,lallbaljiwan@memon-bath.org,1527274623,"H.No. 175, Chakrabarti Road, Tezpur-376518",30,3.66,low,difficult,medium,property_dispute|child_custody
Shukla Ltd Foundation,alexandercherian@naidu-bhargava.com,2389217784,"403, Kadakia Nagar, Korba 748559",37,4.22,low,moderate,low,bribery_corruption|harassment
Khare Group Foundation,yatandeshpande@samra.com,+910533953480,"82, Morar Road, Madurai 068096",15,3.89,medium,difficult,medium,child_custody
Devan Group Foundation,okohli@dutta.com,01700433415,"35/26, Soni Nagar, Rajpur Sonarpur 643191",16,3.47,low,easy,low,bribery_corruption|harassment|property_dispute|FIR_denial
Krishnan Group Foundation,ykarnik@madan-badami.com,02632881830,"822, Bhatia, Coimbatore-070004",27,4.03,medium,difficult,medium,bribery_corruption|child_custody|workplace_discrimination|consumer_rights
"Kohli, Chadha and Borra Foundation",chakradev02@sarna.com,6687893257,"834, Karnik Ganj, Lucknow 939429",7,4.34,medium,easy,medium,cyber_crime
Zachariah LLC Foundation,rajatachoudhury@mani.biz,06929033613,"64, Nadig Circle, Muzaffarpur 636915",28,4.4,high,moderate,high,domestic_violence|child_custody|bribery_corruption
"Rao, Vyas and Narayan Foundation",patlaodika@lalla.com,00082544390,"59, Randhawa, Amroha-389308",8,4.09,medium,difficult,high,FIR_denial|labor_rights_violation
Dugar-Gill Foundation,krishnanbakhshi@pau-ramachandran.com,+915629803749,"16/53, Mitter Nagar, Jabalpur 946897",43,3.34,medium,easy,medium,child_custody|property_dispute
Acharya PLC Foundation,abutala@brar.com,5684863891,"19/480, Muni Marg, Tiruvottiyur-680492",49,4.52,high,moderate,medium,domestic_violence|labor_rights_violation
Kanda Ltd Foundation,frado69@mukhopadhyay-deo.com,+919421253647,"213, Balay, Ratlam 684524",34,3.89,low,difficult,medium,cyber_crime|workplace_discrimination
"Sankaran, Bora and Singh Foundation",hiyengar@chauhan.com,09941331467,"841, Talwar Path, Jalna 422011",19,3.13,high,moderate,medium,cyber_bullying|consumer_rights
Narula Group Foundation,saumyavarkey@bhat.com,00690571516,"54, Badami Street, Howrah 674415",20,4.56,medium,moderate,medium,consumer_rights|cyber_crime|FIR_denial|labor_rights_violation
Lad-Doctor Foundation,mitteravi@lanka.com,07830498207,"H.No. 349, Prabhu Chowk, Miryalaguda-479441",45,4.22,high,moderate,low,child_custody|domestic_violence|bribery_corruption
"Khanna, Manda and Misra Foundation",nihal14@narasimhan.biz,00084796554,"41, Wali, Tinsukia 731177",30,4.49,medium,difficult,high,FIR_denial
